params,mean_test_accuracy,mean_test_balanced_accuracy,mean_test_precision,mean_test_recall,mean_test_f1,mean_test_roc_auc,mean_test_average_precision
"{'C': 1, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear'}",0.7347766133480419,0.7347463902258424,0.7285134167139274,0.7537023324694558,0.7394847069477037,0.7990128781132113,0.7804961007560867
"{'C': 1, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",0.7103879389593676,0.7104405775638651,0.9529334622076557,0.4425583117363939,0.6008713120793188,0.8679465563304882,0.8859547626408613
"{'C': 1, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf'}",0.8030979959551388,0.80312847093669,0.8235306858753105,0.7741021843761571,0.7964328353938037,0.8749747340824721,0.8768125542634368
"{'C': 1, 'degree': 3, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.7740163633020776,0.7740096260644205,0.7869199762023993,0.755109218807849,0.7691682632898308,0.8615715400702442,0.8570323218445907
"{'C': 1, 'degree': 5, 'gamma': 'scale', 'kernel': 'linear'}",0.7347766133480419,0.7347463902258424,0.7285134167139274,0.7537023324694558,0.7394847069477037,0.7990128781132113,0.7804961007560867
"{'C': 1, 'degree': 5, 'gamma': 'scale', 'kernel': 'poly'}",0.6373506159220445,0.6373750462791559,0.9802380952380952,0.2801925212884117,0.43378366508910354,0.8542766943174198,0.8752557419690753
"{'C': 1, 'degree': 5, 'gamma': 'scale', 'kernel': 'rbf'}",0.8024177238462953,0.8024527952610144,0.8220650860668661,0.774102184376157,0.7958129644568034,0.8752881815543793,0.8767572633352028
"{'C': 1, 'degree': 5, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.778061224489796,0.7780636801184746,0.7923719109730626,0.7564605701592002,0.7724842805331799,0.8634162022073907,0.859219782958031
"{'C': 1, 'degree': 5, 'gamma': 'auto', 'kernel': 'linear'}",0.7347766133480419,0.7347463902258424,0.7285134167139274,0.7537023324694558,0.7394847069477037,0.7990128781132113,0.7804961007560867
"{'C': 1, 'degree': 5, 'gamma': 'auto', 'kernel': 'poly'}",0.6441119691119691,0.6441318030359127,0.9813664596273292,0.2937060348019252,0.44988046975621343,0.8540255360877351,0.8756799719835657
"{'C': 1, 'degree': 5, 'gamma': 'auto', 'kernel': 'rbf'}",0.8030979959551388,0.80312847093669,0.8235306858753105,0.7741021843761571,0.7964328353938037,0.8749747340824721,0.8768125542634368
"{'C': 1, 'degree': 5, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.7740163633020776,0.7740096260644205,0.7869199762023993,0.755109218807849,0.7691682632898308,0.8615715400702442,0.8570323218445907
"{'C': 10, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear'}",0.7347766133480419,0.7347463902258424,0.7285134167139274,0.7537023324694558,0.7394847069477037,0.7990128781132113,0.7804961007560867
"{'C': 10, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.7773809523809524,0.7774065161051462,0.887796444846189,0.6360792299148463,0.7387383576876584,0.8730630297087165,0.8873106797110669
"{'C': 10, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf'}",0.7943096157381871,0.7943354313217327,0.7982503886197224,0.7903184005923732,0.7933800768194628,0.8712576423146583,0.8685260279413075
"{'C': 10, 'degree': 3, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.733411472697187,0.7334042947056646,0.7338428254445262,0.7388930025916327,0.7350703235804118,0.8116160681229175,0.8188687698569298
"{'C': 10, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear'}",0.7347766133480419,0.7347463902258424,0.7285134167139274,0.7537023324694558,0.7394847069477037,0.7990128781132113,0.7804961007560867
"{'C': 10, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",0.7773809523809524,0.7774065161051462,0.887796444846189,0.6360792299148463,0.7387383576876584,0.8731545873900558,0.8873786940662594
"{'C': 10, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf'}",0.8017466446037874,0.8017771195853388,0.806160928181235,0.7970751573491299,0.8005038594442192,0.8725029268439115,0.8714256315998004
"{'C': 10, 'degree': 3, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.7280244530244531,0.7280359126249537,0.7287678861926714,0.7348759718622733,0.7298551038733994,0.8074234267588581,0.8175801826771458
"{'C': 10, 'degree': 5, 'gamma': 'scale', 'kernel': 'linear'}",0.7347766133480419,0.7347463902258424,0.7285134167139274,0.7537023324694558,0.7394847069477037,0.7990128781132113,0.7804961007560867
"{'C': 10, 'degree': 5, 'gamma': 'scale', 'kernel': 'poly'}",0.6610222467365325,0.6610607182524991,0.9686772652634721,0.3329692706405035,0.4925804496213968,0.8565638852477061,0.8796714269399525
"{'C': 10, 'degree': 5, 'gamma': 'scale', 'kernel': 'rbf'}",0.7943096157381871,0.7943354313217327,0.7982503886197224,0.7903184005923732,0.7933800768194628,0.8712576423146583,0.8685260279413075
"{'C': 10, 'degree': 5, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.733411472697187,0.7334042947056646,0.7338428254445262,0.7388930025916327,0.7350703235804118,0.8116160681229175,0.8188687698569298
"{'C': 10, 'degree': 5, 'gamma': 'auto', 'kernel': 'linear'}",0.7347766133480419,0.7347463902258424,0.7285134167139274,0.7537023324694558,0.7394847069477037,0.7990128781132113,0.7804961007560867
"{'C': 10, 'degree': 5, 'gamma': 'auto', 'kernel': 'poly'}",0.662369001654716,0.6624120696038506,0.9657970809316749,0.33702332469455754,0.4962486831582768,0.85690660115873,0.879140631727345
"{'C': 10, 'degree': 5, 'gamma': 'auto', 'kernel': 'rbf'}",0.8017466446037874,0.8017771195853388,0.806160928181235,0.7970751573491299,0.8005038594442192,0.8725029268439115,0.8714256315998004
"{'C': 10, 'degree': 5, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.7280244530244531,0.7280359126249537,0.7287678861926714,0.7348759718622733,0.7298551038733994,0.8074234267588581,0.8175801826771458
